delivery_id,factory_id,project_id,distance_km,expected_time_hours,actual_time_hours,delay_flag,date,project_lat,project_lon,demand,priority_level,factory_lat,factory_lon,base_production_per_week,production_variability,max_storage,weather_index,traffic_index,delay_hours,computed_distance,weather_distance,traffic_distance,priority_encoded,day_of_week,is_weekend,exposure,distance_bucket,day_of_month,risk_escalation,predicted_delay,priority_score
D337,F4,P127,342.75,8.57,15.43,1,2026-04-02,14.372081149182389,75.35824685157021,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.95,0.78,6.859999999999999,337.63326593624475,325.6125,267.345,2,3,0,592.9575,Medium,2,0.865,7.66934999999998,4814.61021452499
D338,F2,P49,403.59,10.09,14.25,1,2026-04-12,14.365069486701712,72.84395407864217,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.51,0.23,4.16,396.02433520984016,205.83089999999999,92.8257,3,6,1,298.65659999999997,Medium,12,0.37,4.261249999999994,1137.0219931242689
D339,F3,P79,642.06,16.05,36.85,1,2026-04-04,14.789327898333834,72.76941240873137,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.97,1.0,20.8,629.7653295252642,622.7982,642.06,3,5,1,1264.8582,Very Long,4,0.985,17.884449999999987,32319.15071537883
D340,F4,P111,873.39,21.83,42.15,1,2026-04-06,18.148432114450472,72.34883017403547,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.71,20.32,860.1023173553481,480.3645,620.1069,2,0,0,1100.4714,Very Long,6,0.63,18.668300000000055,17149.14485138034
D341,F3,P41,685.91,17.15,29.68,1,2026-04-26,12.88712656649465,75.51469201492615,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,12.530000000000001,685.961582636498,363.5323,301.80039999999997,1,6,1,665.3326999999999,Very Long,26,0.485,11.891950000000003,4500.679356428469
D342,F2,P137,291.44,7.29,13.92,1,2026-04-06,18.8832369464934,74.00201088412692,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.71,6.63,287.0421982726893,160.292,206.92239999999998,3,0,0,367.21439999999996,Short,6,0.63,6.09660000000001,2362.294768764592
D343,F3,P35,178.04,4.45,5.92,1,2026-04-20,17.327378852939972,76.73038230166182,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.25,0.41,1.4699999999999998,178.33086071333665,44.51,72.9964,2,0,0,117.50639999999999,Short,20,0.32999999999999996,1.4312500000000006,109.35386697320637
D344,F5,P59,56.93,1.42,2.22,1,2026-04-10,13.953004177982194,73.34632833738344,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.22,0.4,0.8000000000000003,56.93843934834396,12.5246,22.772000000000002,2,4,0,35.2966,Short,10,0.31,0.7897000000000008,19.829377047349336
D345,F1,P167,637.0,15.92,27.67,1,2026-04-07,19.467490464635866,76.00831907132208,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,11.750000000000002,626.93478253893,617.89,439.53,3,1,0,1057.42,Very Long,7,0.83,12.885023333333347,17596.970099098507
D346,F3,P21,443.02,11.08,17.33,1,2026-04-01,16.16667408020659,79.68937619479479,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,6.249999999999998,433.13874718823627,243.661,93.0342,1,2,0,336.6952,Medium,1,0.38,5.496116666666666,1006.5674283565828
D347,F1,P74,415.07,10.38,20.27,1,2026-04-06,18.531454985755072,78.38676099987642,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,9.889999999999999,413.95075538276694,228.28850000000003,294.6997,1,0,0,522.9882,Medium,6,0.63,8.47236666666667,2790.288351996632
D348,F1,P130,708.39,17.71,28.82,1,2026-04-15,17.023155319589087,73.55419162809633,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.91,0.59,11.11,684.8793404888089,644.6349,417.95009999999996,3,2,0,1062.585,Very Long,15,0.75,12.389249999999993,15985.42478465124
D349,F1,P49,753.82,18.85,29.35,1,2026-04-06,14.365069486701712,72.84395407864217,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,10.5,730.6748968016262,414.60100000000006,535.2122,3,0,0,949.8132,Very Long,6,0.63,12.349416071428571,12251.476684180185
D350,F1,P197,18.25,0.46,0.61,1,2026-04-18,14.839241523701766,79.65440708101166,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,0.14999999999999997,18.233184093068513,12.9575,4.5625,3,5,1,17.52,Short,18,0.48,0.22824999999999965,5.264751644182603
D351,F3,P150,507.27,12.68,18.91,1,2026-04-01,17.507999206122932,72.46554876406755,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,6.23,485.1890142830405,278.99850000000004,106.52669999999999,2,2,0,385.52520000000004,Long,1,0.38,5.618550000000007,1568.136458268738
D352,F3,P75,640.66,16.02,29.59,1,2026-04-23,13.205740351723437,76.06559021392574,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.74,0.68,13.57,641.3746860893145,474.0884,435.6488,1,3,0,909.7372,Very Long,23,0.71,13.045850000000014,8176.313015978367
D353,F5,P127,233.3,5.83,10.51,1,2026-04-21,14.372081149182389,75.35824685157021,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.57,0.74,4.68,228.17561370703226,132.981,172.642,2,1,0,305.623,Short,21,0.655,4.548199999999989,1202.8096083756798
D354,F4,P8,720.11,18.0,32.87,1,2026-04-06,15.603994015756344,72.10611968927893,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.71,14.869999999999997,704.9064059826062,396.06050000000005,511.2781,1,0,0,907.3386,Very Long,6,0.63,14.187537499999957,8067.65649846736
D355,F4,P181,481.14,12.03,21.42,1,2026-04-09,14.72499655571392,74.08555622588723,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.84,0.43,9.390000000000002,472.21925263401147,404.15759999999995,206.8902,2,3,0,611.0477999999999,Long,9,0.635,9.033350000000018,4939.761504513705
D356,F1,P90,303.72,7.59,16.26,1,2026-04-07,17.60286263978217,78.77328913790645,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,8.670000000000002,303.1417216124069,294.6084,209.5668,2,1,0,504.1752,Medium,7,0.83,8.454600000000013,4430.47764463729
D357,F3,P46,662.44,16.56,24.56,1,2026-04-26,13.624489797878155,79.54282856446385,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,8.0,658.0540333345673,351.0932,291.47360000000003,1,6,1,642.5668000000001,Very Long,26,0.485,8.870799999999996,3243.4495097084327
D358,F5,P40,484.75,12.12,19.96,1,2026-04-09,12.32346871630745,77.6853031174863,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,7.840000000000002,474.1814284587096,407.19,208.4425,1,3,0,615.6324999999999,Long,9,0.635,8.214549999999994,3393.4861566487803
D359,F4,P25,425.37,10.63,19.2,1,2026-04-14,14.207993456180349,74.37018804563266,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.88,0.24,8.569999999999999,417.0586619786194,374.3256,102.08879999999999,1,1,0,476.4144,Medium,14,0.56,7.929599999999988,2446.1346911973105
D360,F3,P157,474.78,11.87,17.56,1,2026-04-16,16.52829768395261,73.26917158113993,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.35,0.71,5.6899999999999995,460.2285462888271,166.17299999999997,337.0938,2,3,0,503.2668,Long,16,0.53,6.275450000000017,2347.980975937351
D361,F5,P8,282.4,7.06,10.29,1,2026-04-24,15.603994015756344,72.10611968927893,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.24,0.4,3.2299999999999995,280.3277249286765,67.776,112.96,1,4,0,180.736,Short,24,0.32,2.812550000000004,241.08499221842416
D362,F2,P183,488.53,12.21,16.26,1,2026-04-19,14.78669283562558,79.49318521484565,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,4.050000000000001,474.73432534435705,161.2149,210.06789999999998,3,6,1,371.28279999999995,Long,19,0.38,4.8796499999999865,1519.090855358698
D363,F2,P88,389.39,9.73,19.84,1,2026-04-04,16.46634762885678,79.06109074551472,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.97,1.0,10.11,373.89972516952514,377.70829999999995,389.39,3,5,1,767.0982999999999,Medium,4,0.985,9.929699999999979,10917.785096915191
D364,F4,P37,365.02,9.13,10.56,0,2026-04-25,15.063414998030318,79.77369676311282,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.08,1.4299999999999997,361.81139056834337,175.2096,29.2016,3,5,1,204.4112,Medium,25,0.27999999999999997,2.110633333333338,371.31618334871723
D365,F1,P63,355.63,8.89,13.7,1,2026-04-05,17.57043418271831,77.69816471939554,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.06,0.74,4.809999999999999,351.2422778926046,21.337799999999998,263.1662,2,6,1,284.504,Medium,5,0.4,4.802599999999983,835.9352551902449
D366,F4,P92,747.07,18.68,28.81,1,2026-04-21,19.10216079008768,78.80742759014011,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.57,0.74,10.129999999999999,747.7219466390743,425.8299,552.8318,2,1,0,978.6617000000001,Very Long,21,0.655,11.873975000000032,9919.378657707693
D367,F5,P11,67.21,1.68,2.46,1,2026-04-25,13.847150604977193,73.92820372820809,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.08,0.78,66.228780840805,32.260799999999996,5.376799999999999,3,5,1,37.63759999999999,Short,25,0.27999999999999997,0.6968500000000007,25.3195359515441
D368,F2,P85,605.96,15.15,25.55,1,2026-04-18,13.399639416767489,79.85734674663549,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.71,0.25,10.4,594.116259667751,430.2316,151.49,1,5,1,581.7216000000001,Long,18,0.48,9.457150000000023,3275.294804173514
D369,F4,P195,594.9,14.87,24.62,1,2026-04-03,12.799879097294909,72.42788237397895,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.11,0.93,9.750000000000002,581.5845818407703,65.439,553.2570000000001,2,4,0,618.696,Long,3,0.52,10.159149999999993,4272.189168398548
D370,F2,P171,317.29,7.93,17.75,1,2026-04-04,17.09122877956809,78.4075943574592,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.97,1.0,9.82,304.2401243364483,307.7713,317.29,2,5,1,625.0613000000001,Medium,4,0.985,9.861024999999993,7079.693391675138
D371,F3,P185,101.66,2.54,4.3,1,2026-04-28,19.74064441216198,76.3837750659847,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,1.7599999999999998,100.63191640458864,56.9296,32.5312,1,1,0,89.4608,Short,28,0.44000000000000006,1.6731999999999971,88.14682043116531
D372,F5,P168,546.25,13.66,24.34,1,2026-04-23,16.3150195872005,77.47171015518512,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,10.68,535.071890141562,404.225,371.45000000000005,2,3,0,775.6750000000001,Long,23,0.71,10.632250000000008,7585.1705397441765
D373,F1,P49,753.82,18.85,33.1,1,2026-04-06,14.365069486701712,72.84395407864217,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,14.25,730.6748968016262,414.60100000000006,535.2122,3,0,0,949.8132,Very Long,6,0.63,12.349416071428571,12251.476684180185
D374,F3,P62,628.13,15.7,25.43,1,2026-04-22,14.031323311474758,73.9750085027088,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.77,0.82,9.73,622.792592203113,483.6601,515.0666,1,2,0,998.7266999999999,Long,22,0.7949999999999999,11.61520000000001,8497.949367031953
D375,F5,P198,513.54,12.84,21.04,1,2026-04-28,17.414159235394425,75.86016759714114,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,8.2,509.5107364795897,287.5824,164.3328,3,1,0,451.9152,Long,28,0.44000000000000006,7.461850000000015,3152.6154581467226
D376,F3,P97,508.45,12.71,17.3,1,2026-04-10,14.442910882755148,75.88491002868982,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.22,0.4,4.59,508.485077451082,111.859,203.38,3,4,0,315.239,Long,10,0.31,4.41645,1068.4673420972474
D377,F1,P42,161.04,4.03,7.35,1,2026-04-30,13.61375361868317,79.16610876538816,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.92,0.25,3.3199999999999994,160.8655427351389,148.1568,40.26,1,3,0,188.4168,Short,30,0.585,3.1073000000000026,394.5069216144462
D378,F5,P188,76.22,1.91,3.68,1,2026-04-02,13.021517835379726,74.00013159372884,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.95,0.78,1.7700000000000002,75.14047827781489,72.40899999999999,59.4516,3,3,0,131.86059999999998,Short,2,0.865,1.8197999999999985,329.04115374799903
D379,F5,P63,655.19,16.38,32.48,1,2026-04-22,17.57043418271831,77.69816471939554,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.77,0.82,16.099999999999998,644.0777112629396,504.4963000000001,537.2558,2,2,0,1041.7521000000002,Very Long,22,0.7949999999999999,14.52649999999996,14779.002019922742
D380,F2,P93,425.91,10.65,16.45,1,2026-04-18,19.48507995376758,78.28272520891154,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.71,0.25,5.799999999999999,416.15050970054216,302.3961,106.4775,2,5,1,408.8736,Medium,18,0.48,6.140749999999986,2001.8105121142985
D381,F4,P57,473.58,11.84,18.71,1,2026-04-09,16.272715355003534,75.87863977087187,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.84,0.43,6.870000000000001,471.5005385132324,397.80719999999997,203.6394,2,3,0,601.4466,Long,9,0.635,8.778500000000012,4725.6888604339965
D382,F1,P174,490.0,12.25,21.23,1,2026-04-09,18.56511580595164,77.00751736081259,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.84,0.43,8.98,483.68646492234683,411.59999999999997,210.7,2,3,0,622.3,Long,9,0.635,9.121400000000007,5078.968763255105
D383,F4,P114,647.27,16.18,25.03,1,2026-04-28,17.981750191179312,79.62457477619162,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.56,0.32,8.850000000000001,646.1255286247772,362.4712,207.1264,2,1,0,569.5976,Very Long,28,0.44000000000000006,8.923849999999982,3790.8095526350276
D384,F3,P27,433.74,10.84,14.8,1,2026-04-28,15.387211845650956,75.15905214540456,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,3.960000000000001,431.1049642357098,242.89440000000002,138.79680000000002,1,1,0,381.69120000000004,Medium,28,0.44000000000000006,4.428050000000005,949.7879956985832
D385,F5,P120,616.49,15.41,18.17,0,2026-04-25,15.15753173447578,78.75370512581048,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.08,2.7600000000000016,600.2145102483972,295.91519999999997,49.3192,1,5,1,345.2344,Long,25,0.27999999999999997,4.454199999999997,784.7418952521615
D386,F3,P73,207.63,5.19,7.82,1,2026-04-28,19.867385127158744,75.19059553955643,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,2.63,199.21515545847163,116.2728,66.4416,3,1,0,182.7144,Short,28,0.44000000000000006,2.6951999999999976,469.14079265027766
D387,F5,P184,243.76,6.09,8.89,1,2026-04-18,12.31349061340517,75.34356825372463,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.71,0.25,2.8000000000000007,239.7164074914654,173.06959999999998,60.94,2,5,1,234.00959999999998,Short,18,0.48,2.9838333333333362,562.5734450985171
D388,F1,P44,774.84,19.37,43.25,1,2026-04-02,17.56412869140902,73.114651635247,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.95,0.78,23.88,749.2664179055272,736.098,604.3752000000001,2,3,0,1340.4732,Very Long,2,0.865,18.764286190476188,26480.3694701876
D389,F1,P31,557.55,13.94,18.8,1,2026-04-26,19.410407028106796,77.20861620401556,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.53,0.44,4.860000000000001,552.8991760360118,295.50149999999996,245.32199999999997,3,6,1,540.8235,Long,26,0.485,9.393699999999997,4828.54774825801
D390,F2,P183,488.53,12.21,22.78,1,2026-04-27,14.78669283562558,79.49318521484565,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.8,0.98,10.57,474.73432534435705,390.824,478.75939999999997,3,0,0,869.5834,Long,27,0.89,11.067049999999995,12595.94512083134
D391,F3,P170,246.24,6.16,9.08,1,2026-04-28,19.55401277700134,78.93759146844003,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,2.92,234.01571093071905,137.89440000000002,78.7968,3,1,0,216.69120000000004,Short,28,0.44000000000000006,3.6679500000000043,753.4739177943707
D392,F5,P22,772.7,19.32,34.19,1,2026-04-06,18.75627078942521,77.97856088109904,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.71,14.869999999999997,761.3084392166478,424.98500000000007,548.617,2,0,0,973.6020000000001,Very Long,6,0.63,14.702099999999943,11957.290647683689
D393,F2,P18,138.16,3.45,5.06,1,2026-04-10,15.598033066958124,75.16120188801452,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.22,0.4,1.6099999999999994,137.8278665234377,30.3952,55.264,1,4,0,85.6592,Short,10,0.31,1.3969500000000037,57.960764828530884
D394,F4,P172,566.81,14.17,19.28,1,2026-04-20,17.417346739063852,76.58693633337546,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.25,0.41,5.110000000000001,566.7739164183894,141.7025,232.39209999999997,3,0,0,374.09459999999996,Long,20,0.32999999999999996,5.399799999999999,1586.069035265811
D395,F3,P10,672.5,16.81,26.05,1,2026-04-26,15.083332020319329,72.1277300177617,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,9.240000000000002,656.1508699964734,356.425,295.9,1,6,1,652.325,Very Long,26,0.485,9.747299999999994,3617.539260687956
D396,F2,P33,337.58,8.44,12.23,1,2026-04-01,15.595605393105629,72.76328093192329,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.21,3.790000000000001,326.81460936684493,185.669,70.89179999999999,2,2,0,256.5608,Medium,1,0.38,3.0974366666666655,579.5057091389989
D397,F4,P117,370.06,9.25,13.92,1,2026-04-11,12.602770048049026,74.44557615429746,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.89,0.15,4.67,361.89876596298564,329.3534,55.509,2,5,1,384.86240000000004,Medium,11,0.52,5.0763999999999925,1657.7614200144399
D398,F5,P162,757.12,18.93,33.28,1,2026-04-23,18.10691538403129,78.45530381640623,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,14.350000000000001,743.1605756868214,560.2687999999999,514.8416000000001,1,3,0,1075.1104,Very Long,23,0.71,14.85354999999997,10990.450598646143
D399,F3,P90,263.11,6.58,9.89,1,2026-04-18,17.60286263978217,78.77328913790645,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.71,0.25,3.3100000000000005,254.51621920413191,186.8081,65.7775,2,5,1,252.5856,Short,18,0.48,3.51109999999999,713.2562936103152
D400,F5,P196,907.26,22.68,37.69,1,2026-04-21,19.668331975065588,78.77714515276472,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.57,0.74,15.009999999999998,892.8966382819312,517.1382,671.3724,3,1,0,1188.5106,Very Long,21,0.655,14.940400000000054,18927.74631558575
D401,F3,P26,810.98,20.27,35.71,1,2026-04-22,13.32213551250402,72.12509125392955,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.77,0.82,15.440000000000001,799.260991016486,624.4546,665.0036,1,2,0,1289.4582,Very Long,22,0.7949999999999999,18.08503333333334,17060.17542357923
D402,F5,P126,571.56,14.29,18.95,1,2026-04-12,17.671287975280947,76.42255981526326,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.51,0.23,4.66,565.686759413347,291.49559999999997,131.4588,1,6,1,422.95439999999996,Long,12,0.37,5.30765,1195.7566292539925
D403,F2,P117,479.52,11.99,23.66,1,2026-04-22,12.602770048049026,74.44557615429746,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.77,0.82,11.67,479.3164084064452,369.2304,393.2064,2,2,0,762.4368,Long,22,0.7949999999999999,11.351450000000016,8470.226678625064
D404,F4,P161,634.74,15.87,22.77,1,2026-04-10,13.40264215911471,72.137288814654,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.22,0.4,6.9,620.1726409914775,139.6428,253.89600000000002,3,4,0,393.53880000000004,Very Long,10,0.31,6.1928499999999955,1862.7213002858166
D405,F3,P138,780.84,19.52,29.73,1,2026-04-21,12.310677875435385,74.42612411738578,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.57,0.74,10.21,778.8917147453677,445.0788,577.8216,2,1,0,1022.9004,Very Long,21,0.655,17.091449999999988,14919.513188019662
D406,F5,P69,404.26,10.11,17.38,1,2026-04-15,15.582265316584731,76.42314471257062,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.91,0.59,7.27,396.48437375651076,367.8766,238.5134,2,2,0,606.39,Medium,15,0.75,8.721187499999997,5158.0449725616645
D407,F1,P182,253.1,6.33,11.54,1,2026-04-07,15.96829963434725,77.54312286953551,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,5.209999999999999,246.03320057777796,245.50699999999998,174.63899999999998,1,1,0,420.14599999999996,Short,7,0.83,5.005650000000014,1642.797390353228
D408,F4,P102,695.22,17.38,32.8,1,2026-04-27,17.767519394017036,74.46448633481911,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.8,0.98,15.419999999999998,689.7142722700223,556.176,681.3156,3,0,0,1237.4916,Very Long,27,0.89,15.730850000000032,25425.809641886724
D409,F1,P52,737.17,18.43,32.6,1,2026-04-18,14.594760168042193,72.97670363760538,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,14.170000000000002,714.0418895675323,523.3906999999999,184.2925,3,5,1,707.6831999999999,Very Long,18,0.48,12.387800000000029,8686.39565403521
D410,F5,P153,667.07,16.68,21.05,1,2026-04-10,13.46292797685846,79.47691197871768,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.22,0.4,4.370000000000001,649.8784047570882,146.7554,266.82800000000003,3,4,0,413.58340000000004,Very Long,10,0.31,5.266749999999993,1663.5556773087712
D411,F2,P131,469.03,11.73,20.11,1,2026-04-11,12.567527335999422,75.1742706177111,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.89,0.15,8.379999999999999,469.7267782405378,417.4367,70.35449999999999,3,5,1,487.79119999999995,Long,11,0.52,7.704200000000014,3974.5775969025162
D412,F1,P180,239.16,5.98,10.19,1,2026-04-16,15.08317296772452,77.45290935178232,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.35,0.71,4.209999999999999,231.38194877559636,83.70599999999999,169.8036,3,3,0,253.50959999999998,Short,16,0.53,4.075350000000007,972.5262337319975
D413,F4,P103,471.37,11.78,17.94,1,2026-04-25,16.340321844439195,76.07051261471008,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.08,6.160000000000002,469.81858658973334,226.2576,37.7096,3,5,1,263.9672,Long,25,0.27999999999999997,5.664400000000005,1278.8946835597092
D414,F3,P183,547.93,13.7,25.19,1,2026-04-13,14.78669283562558,79.49318521484565,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.58,0.86,11.490000000000002,541.9841700543969,317.79939999999993,471.21979999999996,3,0,0,789.0192,Long,13,0.72,11.356349999999996,10030.587024509077
D415,F1,P200,398.4,9.96,15.96,1,2026-04-18,12.733633178067848,76.81952740720895,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,6.0,392.1195308817814,282.864,99.6,1,5,1,382.46399999999994,Medium,18,0.48,5.9929999999999986,1371.5887059348652
D416,F2,P163,223.11,5.58,7.99,1,2026-04-19,14.770434568715206,75.7173905035169,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,2.41,223.45819532367761,73.62630000000001,95.93730000000001,3,6,1,169.5636,Short,19,0.38,2.2900500000000066,332.281690470449
D417,F1,P185,636.58,15.91,36.15,1,2026-04-04,19.74064441216198,76.3837750659847,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.97,1.0,20.24,628.5929631631143,617.4826,636.58,1,5,1,1254.0626000000002,Very Long,4,0.985,19.213599999999943,20652.009726497567
D418,F1,P100,693.59,17.34,32.3,1,2026-04-30,15.951149721467475,73.43058167377063,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.92,0.25,14.959999999999997,670.1857644774102,638.1028,173.3975,1,3,0,811.5003,Very Long,30,0.585,10.581449999999997,5658.661493084249
D419,F2,P136,488.6,12.21,19.26,1,2026-04-19,19.854727106484248,78.7114680165549,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,7.050000000000001,476.9226286243878,161.23800000000003,210.098,3,6,1,371.336,Long,19,0.38,6.169649999999982,1920.953062087157
D420,F1,P133,451.6,11.29,14.47,1,2026-04-10,12.220934174989637,76.63091916406047,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.22,0.4,3.1800000000000015,445.61626719198256,99.352,180.64000000000001,1,4,0,279.992,Medium,10,0.31,3.5405349999999913,457.2687191022339
D421,F5,P198,513.54,12.84,22.1,1,2026-04-23,17.414159235394425,75.86016759714114,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,9.260000000000002,509.5107364795897,380.01959999999997,349.2072,3,3,0,729.2267999999999,Long,23,0.71,9.711049999999997,8146.702381436869
D422,F5,P177,174.58,4.36,6.26,1,2026-04-28,13.716712957666992,75.01807266582381,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,1.8999999999999995,170.13471370714313,97.76480000000002,55.86560000000001,2,1,0,153.63040000000004,Short,28,0.44000000000000006,2.599475,305.9528585950465
D423,F3,P137,311.61,7.79,9.88,1,2026-04-19,18.8832369464934,74.00201088412692,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.33,0.43,2.0900000000000007,295.3169074183581,102.83130000000001,133.9923,3,6,1,236.8236,Medium,19,0.38,4.090249999999998,820.2089186017462
D424,F3,P43,348.66,8.72,14.12,1,2026-04-12,15.802961785456894,76.50620457581107,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.51,0.23,5.399999999999999,349.12585098376036,177.81660000000002,80.19180000000001,1,6,1,258.00840000000005,Medium,12,0.37,4.6774999999999896,648.4560306986052
D425,F3,P73,207.63,5.19,8.75,1,2026-04-21,19.867385127158744,75.19059553955643,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.57,0.74,3.5599999999999996,199.21515545847163,118.34909999999999,153.6462,3,1,0,271.9953,Short,21,0.655,3.701499999999998,1092.0901852260592
D426,F4,P117,370.06,9.25,15.34,1,2026-04-18,12.602770048049026,74.44557615429746,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.71,0.25,6.09,361.89876596298564,262.7426,92.515,2,5,1,355.25759999999997,Medium,18,0.48,6.080200000000001,1725.8286733574378
D427,F3,P161,803.27,20.08,26.27,1,2026-04-17,13.40264215911471,72.137288814654,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.38,6.190000000000001,791.4165351663062,385.5696,305.2426,3,4,0,690.8122,Very Long,17,0.43,7.5220000000000145,4693.939213240008
D428,F5,P128,385.86,9.65,16.12,1,2026-04-14,14.049655548755664,76.89210968692544,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.88,0.24,6.470000000000001,375.77762417091634,339.5568,92.6064,3,1,0,432.1632,Medium,14,0.56,6.5397500000000175,3055.0653653213417
D429,F2,P116,475.14,11.88,17.24,1,2026-04-28,16.578339753366706,79.84265266972837,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.56,0.32,5.359999999999998,455.98482680654223,266.07840000000004,152.0448,1,1,0,418.12320000000005,Long,28,0.44000000000000006,5.545372619047616,1301.2822526054756
