delivery_id,factory_id,project_id,distance_km,expected_time_hours,actual_time_hours,delay_flag,date,project_lat,project_lon,demand,priority_level,factory_lat,factory_lon,base_production_per_week,production_variability,max_storage,weather_index,traffic_index,delay_hours,computed_distance,weather_distance,traffic_distance,priority_encoded,day_of_week,is_weekend
D312,F2,P162,353.09,8.83,14.08,1,2026-04-29,18.10691538403129,78.45530381640623,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.04,0.92,5.25,340.3473820561222,14.1236,324.8428,1,2,0
D313,F4,P72,699.75,17.49,21.69,1,2026-04-20,18.425118051039167,75.76240507556831,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.25,0.41,4.200000000000003,698.4031227439241,174.9375,286.8975,2,0,0
D314,F3,P46,662.44,16.56,30.43,1,2026-04-15,13.624489797878155,79.54282856446385,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.91,0.59,13.870000000000001,658.0540333345673,602.8204000000001,390.8396,1,2,0
D315,F1,P105,192.84,4.82,8.44,1,2026-04-18,16.71896678048435,79.83114286620007,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,3.619999999999999,193.06103400729535,136.91639999999998,48.21,1,5,1
D316,F3,P101,461.57,11.54,22.77,1,2026-04-13,14.931750276662878,77.9533641844525,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.58,0.86,11.23,460.88024197665936,267.7106,396.9502,1,0,0
D317,F5,P97,289.92,7.25,14.13,1,2026-04-13,14.442910882755148,75.88491002868982,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.58,0.86,6.880000000000001,283.10090529872,168.1536,249.33120000000002,3,0,0
D318,F1,P62,634.12,15.85,23.21,1,2026-04-30,14.031323311474758,73.9750085027088,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.92,0.25,7.360000000000001,615.5262580993942,583.3904,158.53,1,3,0
D319,F2,P101,334.72,8.37,13.53,1,2026-04-30,14.931750276662878,77.9533641844525,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.92,0.25,5.16,327.3642795457012,307.9424,83.68,1,3,0
D320,F3,P151,147.55,3.69,4.49,1,2026-04-10,19.321709821011844,75.53881783784884,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.22,0.4,0.8000000000000003,140.38229642000593,32.461000000000006,59.02000000000001,1,4,0
D321,F2,P51,420.17,10.5,21.09,1,2026-04-23,15.33207958296293,79.06624207135094,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.74,0.68,10.59,406.90274173176226,310.9258,285.71560000000005,3,3,0
D322,F4,P168,430.2,10.76,17.32,1,2026-04-23,16.3150195872005,77.47171015518512,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.74,0.68,6.5600000000000005,430.8745274634847,318.348,292.536,2,3,0
D323,F4,P87,862.12,21.55,39.45,1,2026-04-23,19.970029598063395,79.72335481031035,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.74,0.68,17.900000000000002,861.4684000820216,637.9688,586.2416000000001,2,3,0
D324,F3,P73,207.63,5.19,8.9,1,2026-04-15,19.867385127158744,75.19059553955643,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.91,0.59,3.71,199.21515545847163,188.9433,122.50169999999999,3,2,0
D325,F5,P78,728.04,18.2,27.06,1,2026-04-29,17.689196259504143,78.47600836911772,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.04,0.92,8.86,713.7080932679692,29.1216,669.7968,1,2,0
D326,F4,P66,688.08,17.2,25.83,1,2026-04-28,15.28829610654585,72.26440586320439,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.56,0.32,8.629999999999999,673.3708640094511,385.32480000000004,220.18560000000002,1,1,0
D327,F3,P161,803.27,20.08,28.03,1,2026-04-10,13.40264215911471,72.137288814654,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.22,0.4,7.950000000000003,791.4165351663062,176.7194,321.308,3,4,0
D328,F3,P175,60.42,1.51,2.99,1,2026-04-08,18.563414750170143,77.2118781748623,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.84,0.87,1.4800000000000002,58.792096532371666,50.7528,52.565400000000004,1,2,0
D329,F2,P69,162.97,4.07,5.68,1,2026-04-20,15.582265316584731,76.42314471257062,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.25,0.41,1.6099999999999994,161.08774076037963,40.7425,66.8177,2,0,0
D330,F3,P102,290.44,7.26,12.94,1,2026-04-06,17.767519394017036,74.46448633481911,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.71,5.68,279.1279313268704,159.74200000000002,206.21239999999997,3,0,0
D331,F1,P146,572.6,14.31,22.7,1,2026-04-17,12.328540134143006,75.19056721155836,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.48,0.38,8.389999999999999,561.7115348906942,274.848,217.58800000000002,2,4,0
D332,F1,P107,536.01,13.4,23.22,1,2026-04-16,15.47515492408343,74.80062726155741,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.35,0.71,9.819999999999999,518.2521580738803,187.6035,380.5671,1,3,0
D333,F3,P78,230.64,5.77,9.5,1,2026-04-13,17.689196259504143,78.47600836911772,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.58,0.86,3.7300000000000004,223.57900898556406,133.7712,198.35039999999998,1,0,0
D334,F4,P168,430.2,10.76,16.95,1,2026-04-01,16.3150195872005,77.47171015518512,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.21,6.1899999999999995,430.8745274634847,236.61,90.342,2,2,0
D335,F4,P73,871.78,21.79,31.38,1,2026-04-16,19.867385127158744,75.19059553955643,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.35,0.71,9.59,869.5563475683676,305.123,618.9638,3,3,0
D336,F2,P143,279.07,6.98,12.2,1,2026-04-21,15.290831240453429,77.59609768613755,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.57,0.74,5.219999999999999,272.51410662795433,159.0699,206.5118,1,1,0
D337,F4,P127,342.75,8.57,15.43,1,2026-04-02,14.372081149182389,75.35824685157021,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.95,0.78,6.859999999999999,337.63326593624475,325.6125,267.345,2,3,0
D338,F2,P49,403.59,10.09,14.25,1,2026-04-12,14.365069486701712,72.84395407864217,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.51,0.23,4.16,396.02433520984016,205.83089999999999,92.8257,3,6,1
D339,F3,P79,642.06,16.05,36.85,1,2026-04-04,14.789327898333834,72.76941240873137,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.97,1.0,20.8,629.7653295252642,622.7982,642.06,3,5,1
D340,F4,P111,873.39,21.83,42.15,1,2026-04-06,18.148432114450472,72.34883017403547,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.71,20.32,860.1023173553481,480.3645,620.1069,2,0,0
D341,F3,P41,685.91,17.15,29.68,1,2026-04-26,12.88712656649465,75.51469201492615,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,12.530000000000001,685.961582636498,363.5323,301.80039999999997,1,6,1
D342,F2,P137,291.44,7.29,13.92,1,2026-04-06,18.8832369464934,74.00201088412692,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.71,6.63,287.0421982726893,160.292,206.92239999999998,3,0,0
D343,F3,P35,178.04,4.45,5.92,1,2026-04-20,17.327378852939972,76.73038230166182,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.25,0.41,1.4699999999999998,178.33086071333665,44.51,72.9964,2,0,0
D344,F5,P59,56.93,1.42,2.22,1,2026-04-10,13.953004177982194,73.34632833738344,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.22,0.4,0.8000000000000003,56.93843934834396,12.5246,22.772000000000002,2,4,0
D345,F1,P167,637.0,15.92,27.67,1,2026-04-07,19.467490464635866,76.00831907132208,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,11.750000000000002,626.93478253893,617.89,439.53,3,1,0
D346,F3,P21,443.02,11.08,17.33,1,2026-04-01,16.16667408020659,79.68937619479479,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,6.249999999999998,433.13874718823627,243.661,93.0342,1,2,0
D347,F1,P74,415.07,10.38,20.27,1,2026-04-06,18.531454985755072,78.38676099987642,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,9.889999999999999,413.95075538276694,228.28850000000003,294.6997,1,0,0
D348,F1,P130,708.39,17.71,28.82,1,2026-04-15,17.023155319589087,73.55419162809633,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.91,0.59,11.11,684.8793404888089,644.6349,417.95009999999996,3,2,0
D349,F1,P49,753.82,18.85,29.35,1,2026-04-06,14.365069486701712,72.84395407864217,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,10.5,730.6748968016262,414.60100000000006,535.2122,3,0,0
D350,F1,P197,18.25,0.46,0.61,1,2026-04-18,14.839241523701766,79.65440708101166,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,0.14999999999999997,18.233184093068513,12.9575,4.5625,3,5,1
D351,F3,P150,507.27,12.68,18.91,1,2026-04-01,17.507999206122932,72.46554876406755,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.55,0.21,6.23,485.1890142830405,278.99850000000004,106.52669999999999,2,2,0
D352,F3,P75,640.66,16.02,29.59,1,2026-04-23,13.205740351723437,76.06559021392574,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.74,0.68,13.57,641.3746860893145,474.0884,435.6488,1,3,0
D353,F5,P127,233.3,5.83,10.51,1,2026-04-21,14.372081149182389,75.35824685157021,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.57,0.74,4.68,228.17561370703226,132.981,172.642,2,1,0
D354,F4,P8,720.11,18.0,32.87,1,2026-04-06,15.603994015756344,72.10611968927893,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.55,0.71,14.869999999999997,704.9064059826062,396.06050000000005,511.2781,1,0,0
D355,F4,P181,481.14,12.03,21.42,1,2026-04-09,14.72499655571392,74.08555622588723,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.84,0.43,9.390000000000002,472.21925263401147,404.15759999999995,206.8902,2,3,0
D356,F1,P90,303.72,7.59,16.26,1,2026-04-07,17.60286263978217,78.77328913790645,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,8.670000000000002,303.1417216124069,294.6084,209.5668,2,1,0
D357,F3,P46,662.44,16.56,24.56,1,2026-04-26,13.624489797878155,79.54282856446385,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,8.0,658.0540333345673,351.0932,291.47360000000003,1,6,1
D358,F5,P40,484.75,12.12,19.96,1,2026-04-09,12.32346871630745,77.6853031174863,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.84,0.43,7.840000000000002,474.1814284587096,407.19,208.4425,1,3,0
D359,F4,P25,425.37,10.63,19.2,1,2026-04-14,14.207993456180349,74.37018804563266,1,Low,12.451292632216802,77.77599017813459,49,0.08,6,0.88,0.24,8.569999999999999,417.0586619786194,374.3256,102.08879999999999,1,1,0
D360,F3,P157,474.78,11.87,17.56,1,2026-04-16,16.52829768395261,73.26917158113993,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.35,0.71,5.6899999999999995,460.2285462888271,166.17299999999997,337.0938,2,3,0
D361,F5,P8,282.4,7.06,10.29,1,2026-04-24,15.603994015756344,72.10611968927893,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.24,0.4,3.2299999999999995,280.3277249286765,67.776,112.96,1,4,0
D362,F2,P183,488.53,12.21,16.26,1,2026-04-19,14.78669283562558,79.49318521484565,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,4.050000000000001,474.73432534435705,161.2149,210.06789999999998,3,6,1
D363,F2,P88,389.39,9.73,19.84,1,2026-04-04,16.46634762885678,79.06109074551472,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.97,1.0,10.11,373.89972516952514,377.70829999999995,389.39,3,5,1
D364,F4,P37,365.02,9.13,10.56,0,2026-04-25,15.063414998030318,79.77369676311282,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.08,1.4299999999999997,361.81139056834337,175.2096,29.2016,3,5,1
D365,F1,P63,355.63,8.89,13.7,1,2026-04-05,17.57043418271831,77.69816471939554,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.06,0.74,4.809999999999999,351.2422778926046,21.337799999999998,263.1662,2,6,1
D366,F4,P92,747.07,18.68,28.81,1,2026-04-21,19.10216079008768,78.80742759014011,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.57,0.74,10.129999999999999,747.7219466390743,425.8299,552.8318,2,1,0
D367,F5,P11,67.21,1.68,2.46,1,2026-04-25,13.847150604977193,73.92820372820809,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.08,0.78,66.228780840805,32.260799999999996,5.376799999999999,3,5,1
D368,F2,P85,605.96,15.15,25.55,1,2026-04-18,13.399639416767489,79.85734674663549,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.71,0.25,10.4,594.116259667751,430.2316,151.49,1,5,1
D369,F4,P195,594.9,14.87,24.62,1,2026-04-03,12.799879097294909,72.42788237397895,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.11,0.93,9.750000000000002,581.5845818407703,65.439,553.2570000000001,2,4,0
D370,F2,P171,317.29,7.93,17.75,1,2026-04-04,17.09122877956809,78.4075943574592,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.97,1.0,9.82,304.2401243364483,307.7713,317.29,2,5,1
D371,F3,P185,101.66,2.54,4.3,1,2026-04-28,19.74064441216198,76.3837750659847,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,1.7599999999999998,100.63191640458864,56.9296,32.5312,1,1,0
D372,F5,P168,546.25,13.66,24.34,1,2026-04-23,16.3150195872005,77.47171015518512,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,10.68,535.071890141562,404.225,371.45000000000005,2,3,0
D373,F1,P49,753.82,18.85,33.1,1,2026-04-06,14.365069486701712,72.84395407864217,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.55,0.71,14.25,730.6748968016262,414.60100000000006,535.2122,3,0,0
D374,F3,P62,628.13,15.7,25.43,1,2026-04-22,14.031323311474758,73.9750085027088,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.77,0.82,9.73,622.792592203113,483.6601,515.0666,1,2,0
D375,F5,P198,513.54,12.84,21.04,1,2026-04-28,17.414159235394425,75.86016759714114,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,8.2,509.5107364795897,287.5824,164.3328,3,1,0
D376,F3,P97,508.45,12.71,17.3,1,2026-04-10,14.442910882755148,75.88491002868982,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.22,0.4,4.59,508.485077451082,111.859,203.38,3,4,0
D377,F1,P42,161.04,4.03,7.35,1,2026-04-30,13.61375361868317,79.16610876538816,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.92,0.25,3.3199999999999994,160.8655427351389,148.1568,40.26,1,3,0
D378,F5,P188,76.22,1.91,3.68,1,2026-04-02,13.021517835379726,74.00013159372884,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.95,0.78,1.7700000000000002,75.14047827781489,72.40899999999999,59.4516,3,3,0
D379,F5,P63,655.19,16.38,32.48,1,2026-04-22,17.57043418271831,77.69816471939554,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.77,0.82,16.099999999999998,644.0777112629396,504.4963000000001,537.2558,2,2,0
D380,F2,P93,425.91,10.65,16.45,1,2026-04-18,19.48507995376758,78.28272520891154,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.71,0.25,5.799999999999999,416.15050970054216,302.3961,106.4775,2,5,1
D381,F4,P57,473.58,11.84,18.71,1,2026-04-09,16.272715355003534,75.87863977087187,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.84,0.43,6.870000000000001,471.5005385132324,397.80719999999997,203.6394,2,3,0
D382,F1,P174,490.0,12.25,21.23,1,2026-04-09,18.56511580595164,77.00751736081259,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.84,0.43,8.98,483.68646492234683,411.59999999999997,210.7,2,3,0
D383,F4,P114,647.27,16.18,25.03,1,2026-04-28,17.981750191179312,79.62457477619162,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.56,0.32,8.850000000000001,646.1255286247772,362.4712,207.1264,2,1,0
D384,F3,P27,433.74,10.84,14.8,1,2026-04-28,15.387211845650956,75.15905214540456,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,3.960000000000001,431.1049642357098,242.89440000000002,138.79680000000002,1,1,0
D385,F5,P120,616.49,15.41,18.17,0,2026-04-25,15.15753173447578,78.75370512581048,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.48,0.08,2.7600000000000016,600.2145102483972,295.91519999999997,49.3192,1,5,1
D386,F3,P73,207.63,5.19,7.82,1,2026-04-28,19.867385127158744,75.19059553955643,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,2.63,199.21515545847163,116.2728,66.4416,3,1,0
D387,F5,P184,243.76,6.09,8.89,1,2026-04-18,12.31349061340517,75.34356825372463,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.71,0.25,2.8000000000000007,239.7164074914654,173.06959999999998,60.94,2,5,1
D388,F1,P44,774.84,19.37,43.25,1,2026-04-02,17.56412869140902,73.114651635247,1,Medium,14.9963209507789,79.60571445127933,30,0.17,6,0.95,0.78,23.88,749.2664179055272,736.098,604.3752000000001,2,3,0
D389,F1,P31,557.55,13.94,18.8,1,2026-04-26,19.410407028106796,77.20861620401556,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.53,0.44,4.860000000000001,552.8991760360118,295.50149999999996,245.32199999999997,3,6,1
D390,F2,P183,488.53,12.21,22.78,1,2026-04-27,14.78669283562558,79.49318521484565,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.8,0.98,10.57,474.73432534435705,390.824,478.75939999999997,3,0,0
D391,F3,P170,246.24,6.16,9.08,1,2026-04-28,19.55401277700134,78.93759146844003,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.56,0.32,2.92,234.01571093071905,137.89440000000002,78.7968,3,1,0
D392,F5,P22,772.7,19.32,34.19,1,2026-04-06,18.75627078942521,77.97856088109904,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.55,0.71,14.869999999999997,761.3084392166478,424.98500000000007,548.617,2,0,0
D393,F2,P18,138.16,3.45,5.06,1,2026-04-10,15.598033066958124,75.16120188801452,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.22,0.4,1.6099999999999994,137.8278665234377,30.3952,55.264,1,4,0
D394,F4,P172,566.81,14.17,19.28,1,2026-04-20,17.417346739063852,76.58693633337546,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.25,0.41,5.110000000000001,566.7739164183894,141.7025,232.39209999999997,3,0,0
D395,F3,P10,672.5,16.81,26.05,1,2026-04-26,15.083332020319329,72.1277300177617,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.53,0.44,9.240000000000002,656.1508699964734,356.425,295.9,1,6,1
D396,F2,P33,337.58,8.44,12.23,1,2026-04-01,15.595605393105629,72.76328093192329,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.55,0.21,3.790000000000001,326.81460936684493,185.669,70.89179999999999,2,2,0
D397,F4,P117,370.06,9.25,13.92,1,2026-04-11,12.602770048049026,74.44557615429746,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.89,0.15,4.67,361.89876596298564,329.3534,55.509,2,5,1
D398,F5,P162,757.12,18.93,33.28,1,2026-04-23,18.10691538403129,78.45530381640623,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,14.350000000000001,743.1605756868214,560.2687999999999,514.8416000000001,1,3,0
D399,F3,P90,263.11,6.58,9.89,1,2026-04-18,17.60286263978217,78.77328913790645,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.71,0.25,3.3100000000000005,254.51621920413191,186.8081,65.7775,2,5,1
D400,F5,P196,907.26,22.68,37.69,1,2026-04-21,19.668331975065588,78.77714515276472,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.57,0.74,15.009999999999998,892.8966382819312,517.1382,671.3724,3,1,0
D401,F3,P26,810.98,20.27,35.71,1,2026-04-22,13.32213551250402,72.12509125392955,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.77,0.82,15.440000000000001,799.260991016486,624.4546,665.0036,1,2,0
D402,F5,P126,571.56,14.29,18.95,1,2026-04-12,17.671287975280947,76.42255981526326,1,Low,13.454599737656803,73.46723607882747,31,0.14,6,0.51,0.23,4.66,565.686759413347,291.49559999999997,131.4588,1,6,1
D403,F2,P117,479.52,11.99,23.66,1,2026-04-22,12.602770048049026,74.44557615429746,1,Medium,16.774801263571895,75.56666202282872,42,0.06,6,0.77,0.82,11.67,479.3164084064452,369.2304,393.2064,2,2,0
D404,F4,P161,634.74,15.87,22.77,1,2026-04-10,13.40264215911471,72.137288814654,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.22,0.4,6.9,620.1726409914775,139.6428,253.89600000000002,3,4,0
D405,F3,P138,780.84,19.52,29.73,1,2026-04-21,12.310677875435385,74.42612411738578,1,Medium,18.92940916619948,76.80892009394567,43,0.15,6,0.57,0.74,10.21,778.8917147453677,445.0788,577.8216,2,1,0
D406,F5,P69,404.26,10.11,17.38,1,2026-04-15,15.582265316584731,76.42314471257062,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.91,0.59,7.27,396.48437375651076,367.8766,238.5134,2,2,0
D407,F1,P182,253.1,6.33,11.54,1,2026-04-07,15.96829963434725,77.54312286953551,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.97,0.69,5.209999999999999,246.03320057777796,245.50699999999998,174.63899999999998,1,1,0
D408,F4,P102,695.22,17.38,32.8,1,2026-04-27,17.767519394017036,74.46448633481911,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.8,0.98,15.419999999999998,689.7142722700223,556.176,681.3156,3,0,0
D409,F1,P52,737.17,18.43,32.6,1,2026-04-18,14.594760168042193,72.97670363760538,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,14.170000000000002,714.0418895675323,523.3906999999999,184.2925,3,5,1
D410,F5,P153,667.07,16.68,21.05,1,2026-04-10,13.46292797685846,79.47691197871768,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.22,0.4,4.370000000000001,649.8784047570882,146.7554,266.82800000000003,3,4,0
D411,F2,P131,469.03,11.73,20.11,1,2026-04-11,12.567527335999422,75.1742706177111,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.89,0.15,8.379999999999999,469.7267782405378,417.4367,70.35449999999999,3,5,1
D412,F1,P180,239.16,5.98,10.19,1,2026-04-16,15.08317296772452,77.45290935178232,1,High,14.9963209507789,79.60571445127933,30,0.17,6,0.35,0.71,4.209999999999999,231.38194877559636,83.70599999999999,169.8036,3,3,0
D413,F4,P103,471.37,11.78,17.94,1,2026-04-25,16.340321844439195,76.07051261471008,1,High,12.451292632216802,77.77599017813459,49,0.08,6,0.48,0.08,6.160000000000002,469.81858658973334,226.2576,37.7096,3,5,1
D414,F3,P183,547.93,13.7,25.19,1,2026-04-13,14.78669283562558,79.49318521484565,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.58,0.86,11.490000000000002,541.9841700543969,317.79939999999993,471.21979999999996,3,0,0
D415,F1,P200,398.4,9.96,15.96,1,2026-04-18,12.733633178067848,76.81952740720895,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.71,0.25,6.0,392.1195308817814,282.864,99.6,1,5,1
D416,F2,P163,223.11,5.58,7.99,1,2026-04-19,14.770434568715206,75.7173905035169,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,2.41,223.45819532367761,73.62630000000001,95.93730000000001,3,6,1
D417,F1,P185,636.58,15.91,36.15,1,2026-04-04,19.74064441216198,76.3837750659847,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.97,1.0,20.24,628.5929631631143,617.4826,636.58,1,5,1
D418,F1,P100,693.59,17.34,32.3,1,2026-04-30,15.951149721467475,73.43058167377063,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.92,0.25,14.959999999999997,670.1857644774102,638.1028,173.3975,1,3,0
D419,F2,P136,488.6,12.21,19.26,1,2026-04-19,19.854727106484248,78.7114680165549,1,High,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,7.050000000000001,476.9226286243878,161.23800000000003,210.098,3,6,1
D420,F1,P133,451.6,11.29,14.47,1,2026-04-10,12.220934174989637,76.63091916406047,1,Low,14.9963209507789,79.60571445127933,30,0.17,6,0.22,0.4,3.1800000000000015,445.61626719198256,99.352,180.64000000000001,1,4,0
D421,F5,P198,513.54,12.84,22.1,1,2026-04-23,17.414159235394425,75.86016759714114,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.74,0.68,9.260000000000002,509.5107364795897,380.01959999999997,349.2072,3,3,0
D422,F5,P177,174.58,4.36,6.26,1,2026-04-28,13.716712957666992,75.01807266582381,1,Medium,13.454599737656803,73.46723607882747,31,0.14,6,0.56,0.32,1.8999999999999995,170.13471370714313,97.76480000000002,55.86560000000001,2,1,0
D423,F3,P137,311.61,7.79,9.88,1,2026-04-19,18.8832369464934,74.00201088412692,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.33,0.43,2.0900000000000007,295.3169074183581,102.83130000000001,133.9923,3,6,1
D424,F3,P43,348.66,8.72,14.12,1,2026-04-12,15.802961785456894,76.50620457581107,1,Low,18.92940916619948,76.80892009394567,43,0.15,6,0.51,0.23,5.399999999999999,349.12585098376036,177.81660000000002,80.19180000000001,1,6,1
D425,F3,P73,207.63,5.19,8.75,1,2026-04-21,19.867385127158744,75.19059553955643,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.57,0.74,3.5599999999999996,199.21515545847163,118.34909999999999,153.6462,3,1,0
D426,F4,P117,370.06,9.25,15.34,1,2026-04-18,12.602770048049026,74.44557615429746,1,Medium,12.451292632216802,77.77599017813459,49,0.08,6,0.71,0.25,6.09,361.89876596298564,262.7426,92.515,2,5,1
D427,F3,P161,803.27,20.08,26.27,1,2026-04-17,13.40264215911471,72.137288814654,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.48,0.38,6.190000000000001,791.4165351663062,385.5696,305.2426,3,4,0
D428,F5,P128,385.86,9.65,16.12,1,2026-04-14,14.049655548755664,76.89210968692544,1,High,13.454599737656803,73.46723607882747,31,0.14,6,0.88,0.24,6.470000000000001,375.77762417091634,339.5568,92.6064,3,1,0
D429,F2,P116,475.14,11.88,17.24,1,2026-04-28,16.578339753366706,79.84265266972837,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.56,0.32,5.359999999999998,455.98482680654223,266.07840000000004,152.0448,1,1,0
D430,F3,P96,297.4,7.44,9.41,1,2026-04-12,19.789310694042538,74.27136779789973,1,High,18.92940916619948,76.80892009394567,43,0.15,6,0.51,0.23,1.9699999999999998,282.8544298765783,151.67399999999998,68.402,3,6,1
D431,F2,P159,546.5,13.66,20.46,1,2026-04-19,12.734392526507534,72.75325590614848,1,Low,16.774801263571895,75.56666202282872,42,0.06,6,0.33,0.43,6.800000000000001,541.5884412369237,180.345,234.995,1,6,1
